"md5_email"|"date_test"|"year"|"week"|"V01"|"V02"|"V03"|"V04"|"V05"|"V06"|"V07"|"V08"|"V09"|"V10"|"V11"|"V12"|"V13"|"V14"|"V15"|"V16"|"V17"|"V18"|"V19"|"V20"|"V21"|"V22"|"V23"|"V24"|"V25"|"V26"|"V27"|"V28"|"V29"|"V30"|"V31"|"V32"|"V33"|"V34"|"V35"|"V36"|"V37"|"V38"|"V39"|"V40"|"V41"|"V42"|"V43"|"V44"|"V45"|"V46"|"V47"|"V48"|"V49"|"V50"|"V51"|"V52"|"V53"|"V54"|"V55"|"V56"|"V57"|"V58"|"V59"|"V60"
"379"|"64702bfca5a29b8fbffd628a8dce5c36"|"5/11/2010 11:09"|2010|19|1|3.4|3.4|3.4|4.2|4.2|4.2|3.4|4.2|3.4|4.2|2.6|3.4|4.2|4.2|3.4|4.2|3.4|3.4|3.4|3.4|4.2|5|4.2|4.2|3.4|4.2|2.6|4.2|3.4|4.2|4.2|2.6|3.4|4.2|4.2|3.4|4.2|3.4|4.2|3.4|3.4|3.4|4.2|4.2|4.2|4.2|3.4|2.6|3.4|3.4|3.4|4.2|4.2|3.4|3.4|3.4|3.4|3.4|4.2
"380"|"9c1b4b41364e208c423a89a8d7fe5f53"|"5/12/2010 9:15"|2010|19|2.6|4.2|1.8|2.6|4.2|3.4|3.4|4.2|5|4.2|1.8|1.8|2.6|4.2|2.6|5|4.2|5|2.6|1.8|3.4|4.2|4.2|3.4|2.6|4.2|3.4|4.2|1.8|5|4.2|4.2|5|4.2|3.4|4.2|3.4|4.2|4.2|3.4|4.2|2.6|4.2|4.2|5|3.4|3.4|3.4|4.2|4.2|3.4|4.2|5|4.2|3.4|2.6|3.4|4.2|4.2|3.4
"381"|"744fcd237a328f4d9f31c993caa3c3ca"|"5/12/2010 9:44"|2010|19|2.6|3.4|2.6|3.4|5|5|3.4|1|5|5|1|1|1|5|3.4|5|5|5|1.8|1|1|5|5|5|1|4.2|2.6|5|1|5|4.2|2.6|5|1|2.6|5|1|5|5|4.2|1|5|5|5|5|5|5|5|1.8|1.8|5|2.6|5|5|3.4|4.2|4.2|5|3.4|5
"382"|"b457c497db9178bb3e83367e22856d50"|"5/12/2010 14:23"|2010|19|3.4|1.8|1.8|5|5|3.4|5|5|5|5|2.6|1.8|5|2.6|5|4.2|5|5|4.2|1|3.4|5|5|5|2.6|5|4.2|5|2.6|5|5|5|4.2|5|4.2|5|2.6|5|5|5|4.2|5|4.2|5|5|5|5|5|5|5|2.6|5|5|5|4.2|5|5|5|5|4.2
"383"|"c28e7f85ccb97140cad4bf270ba4474a"|"5/12/2010 18:24"|2010|19|4.2|4.2|2.6|3.4|4.2|4.2|3.4|2.6|4.2|4.2|4.2|3.4|4.2|4.2|4.2|3.4|4.2|3.4|4.2|2.6|4.2|3.4|4.2|3.4|3.4|3.4|3.4|2.6|4.2|3.4|4.2|3.4|3.4|3.4|3.4|4.2|3.4|3.4|4.2|3.4|2.6|3.4|3.4|3.4|4.2|3.4|3.4|3.4|4.2|3.4|3.4|3.4|4.2|4.2|2.6|3.4|3.4|3.4|3.4|3.4
"384"|"7aa30a54ef4a8a04610353f7b1242773"|"5/12/2010 22:49"|2010|19|3.4|3.4|3.4|3.4|5|4.2|5|4.2|5|5|3.4|3.4|3.4|3.4|5|5|5|4.2|4.2|2.6|2.6|3.4|5|4.2|1|5|4.2|4.2|3.4|5|5|5|5|5|4.2|4.2|3.4|5|5|5|3.4|3.4|5|5|5|4.2|5|4.2|4.2|3.4|3.4|2.6|5|5|1.8|4.2|5|5|4.2|5
"371"|"5b9d35aaf630f5340c947c39538dc39b"|"5/6/2010 22:16"|2010|18|4.2|3.4|1|5|5|5|5|5|5|4.2|1.8|3.4|4.2|4.2|5|5|5|4.2|3.4|1.8|4.2|5|5|5|1|5|1|4.2|1|5|2.6|2.6|2.6|2.6|2.6|2.6|2.6|5|2.6|2.6|2.6|2.6|2.6|3.4|2.6|5|2.6|2.6|2.6|2.6|2.6|2.6|2.6|3.4|2.6|2.6|2.6|2.6|2.6|2.6
"368"|"bddd8810ed128e1b64277eed94b85fe5"|"4/24/2010 21:37"|2010|17|3.4|2.6|3.4|4.2|4.2|3.4|3.4|1.8|5|2.6|1.8|1.8|3.4|3.4|4.2|5|4.2|4.2|1.8|1.8|1.8|5|3.4|4.2|1.8|4.2|4.2|5|1.8|3.4|3.4|4.2|4.2|1.8|4.2|4.2|2.6|4.2|4.2|4.2|5|4.2|4.2|4.2|4.2|5|4.2|4.2|2.6|4.2|1.8|4.2|5|4.2|2.6|4.2|4.2|4.2|3.4|5
"369"|"faf0d80eb72e9c5b8b49bb969d06e789"|"4/26/2010 15:58"|2010|17|3.4|1.8|1|5|4.2|4.2|5|4.2|5|5|1|4.2|4.2|5|3.4|5|4.2|5|3.4|1.8|1|4.2|5|4.2|1|4.2|3.4|5|1.8|5|5|4.2|5|3.4|4.2|5|1.8|5|5|4.2|2.6|4.2|5|4.2|3.4|5|4.2|3.4|3.4|2.6|4.2|5|5|4.2|4.2|4.2|2.6|5|5|3.4
"370"|"46caa94569655e0578640c91c92e8701"|"4/27/2010 10:50"|2010|17|2.6|4.2|2.6|5|4.2|4.2|3.4|3.4|4.2|3.4|2.6|2.6|4.2|3.4|4.2|4.2|5|4.2|3.4|1|3.4|4.2|4.2|5|1.8|4.2|3.4|3.4|1.8|3.4|3.4|2.6|3.4|4.2|4.2|4.2|2.6|3.4|3.4|5|5|4.2|3.4|4.2|4.2|4.2|4.2|3.4|4.2|3.4|3.4|4.2|5|3.4|3.4|5|4.2|4.2|4.2|2.6
"367"|"b97393114cbc99e40d5faa821fa09f00"|"4/2/2010 17:10"|2010|14|3.4|5|1|4.2|4.2|3.4|4.2|4.2|4.2|4.2|3.4|3.4|4.2|4.2|4.2|4.2|4.2|4.2|4.2|2.6|3.4|4.2|4.2|3.4|1.8|4.2|4.2|4.2|2.6|4.2|4.2|4.2|5|4.2|4.2|5|4.2|4.2|5|4.2|5|4.2|4.2|4.2|5|5|4.2|2.6|5|4.2|3.4|5|4.2|4.2|3.4|4.2|5|4.2|4.2|5
"363"|"d4117369df7e8e576dcdb48db4f6c3db"|"3/26/2010 8:47"|2010|13|3.4|5|3.4|4.2|4.2|5|2.6|3.4|4.2|3.4|1.8|5|1.8|5|2.6|4.2|5|5|2.6|1|2.6|2.6|4.2|2.6|1.8|5|2.6|5|1.8|5|5|1.8|4.2|4.2|5|5|2.6|4.2|5|3.4|1.8|4.2|1.8|3.4|2.6|2.6|2.6|4.2|5|1.8|4.2|2.6|5|2.6|3.4|1.8|4.2|3.4|2.6|2.6
"364"|"34441ab12a4b9783e808204979f845a0"|"3/26/2010 15:33"|2010|13|2.6|3.4|1.8|4.2|5|4.2|2.6|3.4|5|2.6|1|4.2|3.4|3.4|4.2|4.2|5|2.6|3.4|1|3.4|4.2|4.2|4.2|1|4.2|4.2|4.2|1|4.2|3.4|3.4|3.4|4.2|3.4|4.2|3.4|3.4|3.4|4.2|4.2|3.4|3.4|3.4|3.4|3.4|3.4|4.2|4.2|3.4|4.2|4.2|3.4|4.2|3.4|2.6|3.4|3.4|4.2|3.4
"365"|"1a1b73ea3f33987c8a6f15435b68d4c7"|"3/30/2010 21:33"|2010|13|3.4|4.2|1.8|3.4|4.2|4.2|4.2|3.4|4.2|4.2|3.4|4.2|4.2|4.2|5|4.2|5|4.2|4.2|1.8|4.2|3.4|4.2|4.2|1|4.2|4.2|3.4|3.4|3.4|4.2|2.6|4.2|4.2|3.4|4.2|4.2|5|3.4|3.4|5|4.2|3.4|3.4|3.4|2.6|4.2|4.2|4.2|4.2|4.2|4.2|4.2|4.2|3.4|4.2|4.2|4.2|4.2|3.4
"366"|"271594c33d4502ded1458208db7a5a64"|"3/31/2010 20:39"|2010|13|3.4|4.2|3.4|4.2|5|4.2|2.6|2.6|4.2|3.4|2.6|3.4|4.2|4.2|3.4|4.2|5|4.2|3.4|1|4.2|4.2|3.4|5|4.2|4.2|3.4|3.4|1|4.2|3.4|3.4|2.6|3.4|3.4|3.4|2.6|4.2|3.4|3.4|2.6|3.4|3.4|3.4|4.2|3.4|3.4|2.6|3.4|2.6|3.4|3.4|4.2|3.4|3.4|2.6|3.4|2.6|3.4|3.4
"356"|"51ff26cff9432cdce6cab05662e58e8a"|"3/19/2010 13:54"|2010|12|3.4|4.2|1|3.4|4.2|4.2|3.4|3.4|5|4.2|3.4|4.2|3.4|4.2|3.4|3.4|4.2|3.4|3.4|1.8|4.2|4.2|3.4|4.2|1|4.2|2.6|3.4|4.2|4.2|4.2|2.6|3.4|3.4|3.4|4.2|4.2|4.2|3.4|3.4|4.2|4.2|4.2|3.4|3.4|4.2|3.4|3.4|4.2|4.2|4.2|3.4|3.4|4.2|3.4|4.2|3.4|4.2|4.2|3.4
"357"|"67966080f2d33d8f82fd163bd155ad60"|"3/21/2010 18:31"|2010|12|4.2|4.2|1|4.2|5|4.2|5|4.2|4.2|5|3.4|4.2|4.2|5|4.2|4.2|4.2|4.2|5|3.4|4.2|4.2|4.2|2.6|4.2|3.4|4.2|4.2|3.4|3.4|4.2|4.2|4.2|4.2|3.4|4.2|3.4|5|5|4.2|4.2|4.2|4.2|4.2|4.2|3.4|4.2|5|4.2|4.2|4.2|4.2|4.2|4.2|4.2|5|4.2|4.2|4.2|4.2
"358"|"e07175c50939317eefd04a4f83e9fc66"|"3/24/2010 18:33"|2010|12|2.6|4.2|1.8|5|3.4|4.2|4.2|1.8|5|3.4|2.6|2.6|2.6|4.2|3.4|4.2|4.2|4.2|2.6|1|2.6|5|4.2|5|3.4|5|5|4.2|4.2|2.6|3.4|2.6|4.2|3.4|3.4|3.4|2.6|4.2|3.4|4.2|3.4|3.4|3.4|3.4|2.6|4.2|3.4|4.2|1|2.6|3.4|4.2|4.2|5|4.2|3.4|3.4|5|4.2|3.4
"359"|"174dc898571bfbf7cf4dabd719fb07e0"|"3/25/2010 10:10"|2010|12|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
"361"|"2c1d94242af973d6b5804558324ceb05"|"3/25/2010 17:29"|2010|12|2.6|2.6|3.4|5|4.2|2.6|4.2|1.8|3.4|1.8|3.4|2.6|2.6|2.6|4.2|3.4|3.4|4.2|2.6|1.8|3.4|2.6|4.2|4.2|3.4|4.2|2.6|3.4|4.2|2.6|2.6|4.2|4.2|2.6|4.2|4.2|2.6|4.2|5|3.4|2.6|2.6|3.4|3.4|3.4|3.4|4.2|3.4|1.8|1.8|2.6|2.6|4.2|4.2|3.4|3.4|3.4|3.4|2.6|3.4
"362"|"10ac9c8704829bfd35d38f768bdc7cf1"|"3/25/2010 18:06"|2010|12|3.4|4.2|3.4|3.4|4.2|3.4|4.2|2.6|4.2|4.2|1.8|3.4|3.4|5|3.4|5|4.2|4.2|3.4|2.6|2.6|3.4|4.2|4.2|3.4|4.2|4.2|5|2.6|4.2|4.2|3.4|5|4.2|5|5|3.4|5|4.2|4.2|3.4|2.6|4.2|5|2.6|4.2|3.4|3.4|3.4|3.4|4.2|4.2|5|5|3.4|4.2|4.2|4.2|3.4|4.2
"350"|"dc9d44bef021787f2d056dc623f5b48b"|"3/14/2010 12:10"|2010|11|2.6|2.6|2.6|4.2|5|1.8|4.2|5|4.2|3.4|2.6|5|4.2|2.6|4.2|4.2|4.2|3.4|3.4|1|3.4|4.2|5|4.2|2.6|5|3.4|5|3.4|4.2|4.2|5|4.2|4.2|5|5|4.2|5|4.2|5|5|5|4.2|3.4|5|5|5|4.2|5|4.2|4.2|5|5|3.4|4.2|4.2|4.2|4.2|5|3.4
"351"|"1b0a862617aa938b3de3b68d2f867c02"|"3/14/2010 21:29"|2010|11|5|3.4|3.4|5|5|5|4.2|3.4|5|5|2.6|2.6|4.2|3.4|5|4.2|5|5|4.2|1.8|2.6|4.2|5|4.2|3.4|5|4.2|3.4|1.8|5|3.4|1.8|4.2|2.6|1|5|1|3.4|4.2|3.4|2.6|2.6|3.4|3.4|3.4|2.6|3.4|5|3.4|2.6|1|4.2|5|4.2|1|3.4|2.6|3.4|2.6|5
"352"|"fe2ba72ce40e98b38ba4365b576b95af"|"3/18/2010 8:49"|2010|11|2.6|4.2|1.8|3.4|2.6|2.6|2.6|4.2|4.2|3.4|3.4|3.4|3.4|3.4|3.4|4.2|4.2|3.4|3.4|2.6|3.4|3.4|3.4|4.2|4.2|3.4|3.4|4.2|3.4|3.4|5|4.2|4.2|5|5|4.2|4.2|4.2|5|5|5|5|4.2|4.2|4.2|4.2|4.2|4.2|5|4.2|4.2|4.2|5|5|4.2|4.2|4.2|4.2|4.2|4.2
"353"|"1be2f15d12cb26dadf2ffc0f88994a17"|"3/18/2010 9:03"|2010|11|2.6|3.4|2.6|4.2|4.2|4.2|4.2|2.6|4.2|3.4|3.4|3.4|4.2|4.2|4.2|4.2|4.2|4.2|3.4|1.8|3.4|4.2|4.2|3.4|3.4|4.2|2.6|4.2|2.6|4.2|3.4|3.4|4.2|4.2|2.6|4.2|3.4|4.2|4.2|4.2|4.2|4.2|4.2|4.2|4.2|4.2|4.2|4.2|4.2|3.4|4.2|4.2|4.2|4.2|4.2|4.2|4.2|4.2|4.2|4.2
"354"|"aa99b1696c68e3b108abe38c6321d7e6"|"3/18/2010 9:38"|2010|11|4.2|5|2.6|2.6|5|4.2|4.2|3.4|4.2|3.4|4.2|2.6|4.2|4.2|3.4|4.2|4.2|4.2|3.4|3.4|3.4|2.6|5|3.4|4.2|2.6|3.4|4.2|4.2|3.4|4.2|3.4|3.4|3.4|4.2|4.2|5|4.2|3.4|4.2|3.4|3.4|3.4|4.2|5|5|5|4.2|5|4.2|3.4|3.4|5|5|5|5|3.4|3.4|4.2|3.4
"355"|"e2325a37deaa7b6217d7e93f018bb040"|"3/18/2010 18:01"|2010|11|2.6|3.4|1.8|4.2|5|2.6|5|4.2|4.2|4.2|3.4|4.2|5|3.4|4.2|4.2|4.2|4.2|4.2|1.8|5|5|3.4|3.4|3.4|5|4.2|3.4|3.4|3.4|4.2|4.2|3.4|5|4.2|5|5|4.2|2.6|5|5|3.4|2.6|5|3.4|3.4|3.4|4.2|4.2|3.4|5|5|5|4.2|2.6|4.2|4.2|1.8|5|3.4
"347"|"5af9d7aad7fecee28bef1de121bbba20"|"3/10/2010 10:46"|2010|10|2.6|2.6|4.2|4.2|4.2|4.2|3.4|3.4|4.2|2.6|2.6|2.6|3.4|3.4|4.2|4.2|4.2|4.2|3.4|1.8|2.6|4.2|4.2|4.2|3.4|3.4|2.6|4.2|2.6|4.2|4.2|3.4|4.2|3.4|3.4|4.2|3.4|4.2|4.2|3.4|4.2|3.4|3.4|4.2|4.2|4.2|4.2|3.4|4.2|4.2|4.2|4.2|4.2|4.2|3.4|4.2|3.4|4.2|4.2|3.4
"348"|"0f653d6ae674e05315ce9d16c23b6f29"|"3/10/2010 12:16"|2010|10|3.4|4.2|1.8|5|5|3.4|4.2|3.4|5|4.2|3.4|4.2|2.6|4.2|3.4|5|4.2|5|4.2|2.6|3.4|5|4.2|4.2|1.8|5|3.4|3.4|3.4|4.2|4.2|4.2|4.2|5|3.4|4.2|3.4|5|5|5|4.2|4.2|5|5|4.2|4.2|4.2|3.4|5|4.2|3.4|5|5|5|3.4|4.2|4.2|4.2|4.2|3.4
"349"|"0f9bcb8c048de0f1353a0358e6ba5fdb"|"3/11/2010 13:58"|2010|10|4.2|3.4|1.8|4.2|5|3.4|2.6|3.4|4.2|3.4|3.4|4.2|3.4|3.4|4.2|4.2|4.2|4.2|1.8|2.6|2.6|4.2|4.2|3.4|1|4.2|3.4|4.2|1.8|2.6|4.2|3.4|4.2|3.4|3.4|3.4|3.4|4.2|4.2|4.2|4.2|4.2|3.4|3.4|4.2|4.2|4.2|4.2|3.4|4.2|4.2|4.2|4.2|4.2|3.4|4.2|3.4|3.4|3.4|3.4
"339"|"1252ec8e465ccf58a46d13c44da38388"|"2/26/2010 16:59"|2010|9|5|3.4|2.6|3.4|4.2|4.2|4.2|2.6|5|4.2|3.4|4.2|4.2|4.2|5|4.2|4.2|3.4|4.2|1.8|3.4|4.2|5|3.4|1|5|3.4|5|3.4|5|3.4|3.4|3.4|4.2|4.2|4.2|4.2|4.2|3.4|5|5|5|4.2|5|4.2|5|3.4|5|5|4.2|5|5|4.2|4.2|3.4|5|4.2|5|5|3.4
"340"|"418baac7406ee448dce3f9e3ba8261a6"|"3/1/2010 14:44"|2010|9|3.4|3.4|2.6|3.4|3.4|4.2|3.4|3.4|3.4|4.2|2.6|3.4|3.4|3.4|2.6|2.6|4.2|4.2|3.4|2.6|3.4|4.2|3.4|2.6|2.6|3.4|3.4|3.4|2.6|3.4|3.4|4.2|3.4|4.2|3.4|3.4|3.4|3.4|3.4|2.6|3.4|3.4|2.6|3.4|3.4|2.6|2.6|2.6|3.4|3.4|3.4|2.6|3.4|2.6|2.6|3.4|3.4|1.8|3.4|1.8
"344"|"3ec0f0a866eeb8e0b419cccd6ea807b5"|"3/1/2010 22:55"|2010|9|4.2|5|1|2.6|5|5|4.2|4.2|4.2|5|2.6|4.2|5|5|4.2|4.2|5|5|4.2|2.6|3.4|4.2|5|5|2.6|4.2|5|3.4|3.4|4.2|3.4|5|5|5|4.2|4.2|3.4|5|4.2|4.2|4.2|5|5|4.2|5|5|5|3.4|5|5|4.2|4.2|5|4.2|4.2|5|5|5|4.2|3.4
"337"|"f89eb6d9b43452c2de9fca3372f78fee"|"2/23/2010 19:43"|2010|8|1|5|2.6|4.2|4.2|5|5|4.2|2.6|5|4.2|1.8|3.4|3.4|4.2|4.2|5|5|5|4.2|4.2|5|5|3.4|5|1|3.4|1|5|2.6|5|5|5|5|3.4|5|1|5|5|5|5|5|5|5|5|5|5|1|5|4.2|5|5|5|5|3.4|4.2|5|5|4.2|3.4
"321"|"c66a9bec257b6178aff68f2993c7c1a8"|"2/15/2010 14:34"|2010|7|5|5|1|5|4.2|2.6|4.2|3.4|4.2|5|4.2|5|5|5|4.2|4.2|3.4|3.4|5|2.6|5|4.2|3.4|4.2|1.8|4.2|3.4|4.2|3.4|4.2|5|4.2|4.2|5|2.6|5|3.4|5|4.2|4.2|3.4|4.2|4.2|3.4|3.4|4.2|4.2|3.4|4.2|3.4|5|4.2|4.2|4.2|3.4|3.4|3.4|3.4|3.4|3.4
"323"|"db3d7a912431a3b852ff38d1878b7634"|"2/18/2010 10:29"|2010|7|3.4|4.2|2.6|3.4|3.4|3.4|3.4|3.4|4.2|3.4|2.6|3.4|3.4|4.2|3.4|4.2|3.4|4.2|3.4|2.6|4.2|3.4|4.2|3.4|1.8|4.2|3.4|3.4|2.6|3.4|3.4|3.4|3.4|3.4|3.4|3.4|4.2|3.4|3.4|3.4|3.4|4.2|3.4|3.4|3.4|4.2|3.4|3.4|3.4|3.4|3.4|3.4|4.2|3.4|3.4|3.4|3.4|3.4|3.4|3.4
"325"|"b1ec0a7d2752c3f4f5db2777971b6ed8"|"2/18/2010 12:54"|2010|7|5|4.2|4.2|5|5|4.2|4.2|4.2|5|5|2.6|3.4|1|5|5|5|5|5|2.6|2.6|4.2|4.2|5|4.2|4.2|4.2|4.2|4.2|3.4|3.4|4.2|3.4|4.2|5|4.2|5|3.4|4.2|5|4.2|4.2|4.2|5|5|5|5|5|4.2|5|4.2|4.2|4.2|5|5|4.2|5|4.2|5|4.2|5
"328"|"3b6df45a371e986710a0f39b2b68a0ec"|"2/18/2010 14:25"|2010|7|4.2|5|1|5|4.2|5|4.2|2.6|5|3.4|2.6|3.4|3.4|5|3.4|4.2|5|5|3.4|2.6|4.2|3.4|5|4.2|3.4|4.2|4.2|4.2|2.6|4.2|4.2|3.4|3.4|2.6|3.4|4.2|3.4|4.2|4.2|4.2|4.2|4.2|2.6|4.2|4.2|4.2|5|4.2|4.2|4.2|4.2|3.4|5|5|3.4|5|4.2|4.2|3.4|4.2
"317"|"edb18454f0e505b8d4d4c47097e7abbc"|"2/10/2010 14:03"|2010|6|3.4|5|1|5|4.2|3.4|4.2|3.4|4.2|5|4.2|5|5|5|4.2|4.2|3.4|4.2|5|2.6|5|4.2|4.2|4.2|5|5|3.4|1.8|4.2|4.2|4.2|5|4.2|5|3.4|5|3.4|4.2|4.2|5|5|3.4|5|5|5|3.4|4.2|5|4.2|4.2|3.4|5|5|5|3.4|4.2|4.2|4.2|4.2|4.2
"318"|"05337bc3c4a58abc693dc91296361b63"|"2/10/2010 15:53"|2010|6|1|5|1|5|5|5|5|5|5|5|1|5|5|5|5|5|5|5|5|1|5|5|5|5|5|3.4|5|3.4|3.4|3.4|5|4.2|3.4|5|5|5|5|5|3.4|5|3.4|5|5|5|5|5|5|1|5|5|4.2|5|5|3.4|4.2|5|5|5|5|5
"319"|"fe2f843b864ccc6905d5286e6d3863a4"|"2/11/2010 14:49"|2010|6|2.6|2.6|3.4|4.2|4.2|3.4|4.2|3.4|4.2|3.4|3.4|3.4|3.4|3.4|4.2|4.2|3.4|4.2|3.4|2.6|2.6|4.2|3.4|4.2|2.6|4.2|2.6|4.2|2.6|3.4|4.2|3.4|4.2|3.4|3.4|4.2|3.4|4.2|3.4|3.4|3.4|4.2|3.4|3.4|4.2|4.2|3.4|4.2|3.4|3.4|3.4|3.4|4.2|4.2|4.2|3.4|3.4|3.4|4.2|3.4
"311"|"92c3be175e7b669f9cb1603f404fe21c"|"1/22/2010 11:39"|2010|4|1.8|2.6|4.2|3.4|5|5|5|5|5|4.2|4.2|1.8|5|4.2|4.2|5|4.2|1.8|3.4|2.6|4.2|4.2|5|3.4|2.6|5|5|4.2|2.6|5|2.6|4.2|5|2.6|4.2|1|1|2.6|4.2|5|3.4|3.4|4.2|3.4|4.2|5|4.2|4.2|3.4|5|2.6|2.6|5|5|4.2|1|4.2|5|2.6|5
"312"|"938c63cdef30ec76d610b80eb9838e1a"|"1/22/2010 13:31"|2010|4|2.6|5|3.4|5|5|3.4|4.2|3.4|4.2|4.2|2.6|2.6|5|3.4|3.4|4.2|4.2|4.2|4.2|4.2|3.4|3.4|4.2|4.2|3.4|4.2|4.2|2.6|2.6|4.2|4.2|2.6|4.2|4.2|2.6|5|2.6|4.2|4.2|4.2|3.4|5|4.2|2.6|4.2|4.2|2.6|3.4|3.4|2.6|4.2|4.2|3.4|3.4|4.2|2.6|4.2|3.4|2.6|3.4
"313"|"a06d4ddf995b09f44a4e2b6dbe17e349"|"1/25/2010 15:33"|2010|4|3.4|4.2|1.8|5|5|3.4|5|3.4|5|5|3.4|3.4|3.4|4.2|5|5|5|5|3.4|1|4.2|4.2|5|4.2|1.8|5|5|5|2.6|5|5|3.4|5|4.2|4.2|5|1.8|5|5|5|4.2|5|4.2|5|5|4.2|5|5|4.2|4.2|4.2|5|5|5|4.2|5|5|5|4.2|5
"314"|"564c495e853cbafd4e73d0254a621bf3"|"1/26/2010 10:01"|2010|4|5|3.4|1.8|5|4.2|2.6|4.2|3.4|4.2|4.2|2.6|3.4|4.2|5|5|4.2|4.2|4.2|4.2|1.8|3.4|4.2|4.2|4.2|1.8|5|3.4|4.2|2.6|3.4|4.2|4.2|5|5|4.2|5|2.6|5|4.2|5|3.4|3.4|3.4|4.2|3.4|3.4|5|3.4|4.2|2.6|2.6|5|4.2|5|3.4|3.4|4.2|4.2|5|3.4
"316"|"b7c5ffc177568a53ca86f285e26269b8"|"1/26/2010 12:03"|2010|4|3.4|3.4|2.6|4.2|4.2|4.2|1.8|3.4|4.2|4.2|2.6|3.4|4.2|3.4|4.2|4.2|5|3.4|4.2|1.8|3.4|3.4|4.2|3.4|1|4.2|4.2|4.2|2.6|2.6|2.6|3.4|4.2|4.2|3.4|5|2.6|3.4|4.2|3.4|4.2|4.2|3.4|3.4|4.2|2.6|5|4.2|4.2|3.4|4.2|4.2|5|4.2|2.6|4.2|3.4|4.2|4.2|4.2
"309"|"18ba3dc8acfc38cf19e194e6e234b722"|"1/16/2010 17:18"|2010|3|3.4|2.6|4.2|5|5|5|3.4|3.4|5|4.2|2.6|3.4|4.2|3.4|5|5|5|4.2|4.2|1|2.6|4.2|4.2|5|1|5|3.4|5|2.6|5|5|3.4|5|4.2|3.4|5|4.2|5|5|4.2|4.2|5|4.2|4.2|5|5|5|4.2|4.2|2.6|3.4|5|5|5|3.4|4.2|5|4.2|4.2|5
"310"|"6f519a31113067ec0398fe5850eb4495"|"1/20/2010 11:08"|2010|3|3.4|4.2|1.8|3.4|3.4|4.2|4.2|4.2|5|4.2|1|3.4|3.4|5|1.8|5|5|4.2|4.2|1|1|2.6|3.4|3.4|4.2|4.2|4.2|3.4|2.6|3.4|3.4|3.4|3.4|4.2|1.8|4.2|4.2|4.2|4.2|4.2|4.2|4.2|4.2|1.8|5|4.2|5|4.2|4.2|5|3.4|3.4|5|5|3.4|4.2|4.2|5|4.2|4.2
"308"|"7c96ebfa63ea715e90e59f9149e1aa27"|"1/13/2010 14:45"|2010|2|1.8|1.8|1|5|5|2.6|5|4.2|5|4.2|1.8|3.4|4.2|4.2|5|5|4.2|5|4.2|1.8|4.2|5|5|5|1|5|3.4|5|1|4.2|4.2|4.2|3.4|3.4|4.2|5|1|4.2|5|5|3.4|4.2|1.8|4.2|5|3.4|5|5|5|3.4|1.8|5|4.2|4.2|1.8|4.2|5|4.2|5|4.2
"300"|"ec7ceb852cbb5a9c329cf922b44ee573"|"12/14/2009 14:28"|2009|50|1.8|2.6|3.4|5|4.2|2.6|2.6|4.2|3.4|3.4|5|2.6|4.2|2.6|4.2|3.4|5|5|3.4|5|2.6|4.2|4.2|4.2|5|1.8|3.4|2.6|4.2|3.4|4.2|1.8|1.8|2.6|4.2|5|3.4|2.6|5|2.6|3.4|3.4|3.4|3.4|2.6|4.2|4.2|1.8|3.4|3.4|2.6|4.2|4.2|3.4|3.4|4.2|3.4|2.6|4.2|2.6
"301"|"24186e86e52870c27ce4481ab7eb5055"|"12/15/2009 15:41"|2009|50|3.4|5|1|4.2|4.2|3.4|5|3.4|5|3.4|2.6|5|5|5|3.4|4.2|5|4.2|2.6|1.8|3.4|5|4.2|3.4|1|5|3.4|3.4|3.4|4.2|3.4|3.4|3.4|2.6|2.6|3.4|3.4|4.2|4.2|3.4|2.6|4.2|3.4|3.4|4.2|4.2|4.2|2.6|3.4|2.6|2.6|4.2|5|4.2|2.6|3.4|4.2|4.2|3.4|4.2
"299"|"6809ad737e060bf513cedf3b51ae84a3"|"11/29/2009 16:14"|2009|48|3.4|4.2|3.4|4.2|4.2|4.2|4.2|3.4|5|4.2|3.4|3.4|5|3.4|5|5|4.2|4.2|4.2|2.6|4.2|3.4|4.2|5|4.2|4.2|4.2|5|3.4|3.4|4.2|4.2|5|4.2|4.2|4.2|4.2|4.2|3.4|4.2|5|4.2|4.2|4.2|4.2|4.2|4.2|5|5|5|3.4|4.2|5|5|3.4|3.4|5|4.2|4.2|4.2
"297"|"83291e7c21257d6cde1301ff1a12a7b8"|"11/21/2009 21:45"|2009|47|1.8|1.8|5|3.4|5|5|2.6|5|4.2|3.4|1.8|1.8|3.4|3.4|5|4.2|4.2|5|1.8|1.8|1.8|1.8|4.2|5|1.8|4.2|2.6|3.4|1.8|4.2|3.4|2.6|4.2|2.6|1.8|5|1.8|2.6|4.2|2.6|2.6|3.4|4.2|3.4|3.4|5|4.2|4.2|2.6|1.8|1.8|4.2|4.2|5|3.4|5|2.6|5|2.6|4.2
